PSA-Nr;Aufstellort;PLZ;Bezirk/Gebiet;Abschnitt von;Abschnitt bis;Stellplätze;Roter Punkt;Gebührenzeit;Gebühr je 20 Minuten;Höchstparkdauer;Tagesgebühr 4,00 €;GeoKoordinateNord;GeoKoordinateOst
1917;Usambarastr.;;Nippes;Kamerunstr.;Gustav-Nachtigal-Str.;10;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9688949;6,9539053
1918;Namibiastr. 2;;Nippes;;;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9686552;6,9570004
1919;Bülowstr. 74;;Nippes;Namibiastr.;Schule;9;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,96889;6,957
1920;Niehler Gürtel;;Nippes;Niehler Kirchweg;Neusser Str.;30;NIPPES III + IV;Mo-Fr 09:00 - 16:00 + Sa 09:00 - 13:00;0,50 €;7;JA;50,9698173;6,9851047
1921;Niehler Gürtel;;Nippes;Niehler Kirchweg;Neusser Str.;30;NIPPES III + IV;Mo-Fr 09:00 - 16:00 + Sa 09:00 - 13:00;0,50 €;7;JA;50,9698173;6,9851047
1922;Niehler Gürtel;;Nippes;Niehler Kirchweg;Neusser Str.;30;NIPPES III + IV;Mo-Fr 09:00 - 16:00 + Sa 09:00 - 13:00;0,50 €;7;JA;50,9698173;6,9851047
1923;Niehler Kirchweg 63;;Nippes;Niehler Gürtel;Neusser Str.;5;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,97138;6,95364
1924;Niehler Kirchweg ggü. 62;;Nippes;Niehler Gürtel;Neusser Str.;15;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9722416;6,9549104
1925;Niehler Kirchweg 62;;Nippes;Niehler Gürtel;Neusser Str.;10;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9722416;6,9549104
1926;Niehler Kirchweg (vor Schule);;Nippes;Niehler Gürtel;Neusser Str.;9;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9722416;6,9549104
1927;Neusser Str.;;Nippes;Niehler Gürtel;Friedrich-Karl-Str.;9;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9741812;6,9506158
1928;Niehler Kirchweg;;Nippes;Friedrich-Karl-Str.;Niehler Gürtel;6;NIPPES IV;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9741812;6,9506158
1929;Niehler Kirchweg 124;;Nippes;Friedrich-Karl-Str.;Niehler Gürtel;5;NIPPES IV;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9722416;6,9549104
1930;Niehler Kirchweg;;Nippes;Friedrich-Karl-Str.;Niehler Gürtel;15;NIPPES IV;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9722416;6,9549104
1931;Blücherstr. ggü. 15;;Nippes;Yorckstr.;Bülowstr.;7;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9722416;6,9549104
1932;Blücherstr.;;Nippes;Yorckstr.;Bülowstr.;6;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9664277;6,956703
1933;Blücherstr. 15;;Nippes;Yorckstr.;Bülowstr.;7;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9664277;6,956703
1934;Blücherstr. ggü. 18;;Nippes;Schwerinstr.;Niehler Straße;10;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9664277;6,956703
1935;Neusser Str. 411;;Nippes;Mauenheimer Gürtel;Niehler Kirchweg;7;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9664277;6,956703
1936;Neusser Str. 397 - 399;;Nippes;Mauenheimer Gürtel;Niehler Kirchweg;6;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9741812;6,9506158
1937;Neusser Str. 375;;Nippes;Niehler Kirchweg;Nettelbeckstr.;9;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9741812;6,9506158
1938;Neusser Str. 361;;Nippes;Niehler Kirchweg;Nettelbeckstr.;6;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9741812;6,9506158
1939;Neusser Str: 335;;Nippes;Nettelbeckstr.;Schillstr.;6;NIPPES + I;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9741812;6,9506158
1940;Niehler Kirchweg;;Nippes;Festplatz;Neusser Str.;74;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9741812;6,9506158
1941;Merheimer Str. 279;;Nippes;Mauenheimer Gürtel;Mauenheimer Str.;17;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9741812;6,9506158
1942;Merheimer Str. 271;;Nippes;Mauenheimer Gürtel;Mauenheimer Str.;18;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9741812;6,9506158
1943;Merheimer Str. 259;;Nippes;Mauenheimer Gürtel;Mauenheimer Str.;17;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1944;Werkstattstr. ggü. 3a;;Nippes;1. Straßenabschnitt;;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1945;Werkstattstr. ggü. 5;;Nippes;1. Straßenabschnitt;;4;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1946;Werkstattstr. 18;;Nippes;1. Straßenabschnitt;;5;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1947;Werkstattstr. 20;;Nippes;2. Straßenabschnitt;;9;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1948;Werkstattstr. ggü. 13a;;Nippes;2. Straßenabschnitt;;9;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1949;Werkstattstr. 30;;Nippes;3. Straßenabschnitt;;19;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,962272;6,945291
1950;Werkstattstr. 30 b+c;;Nippes;3. Straßenabschnitt;;38;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9616388;6,9456565
1951;Werkstattstr. 38;;Nippes;3. Straßenabschnitt;;15;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9616388;6,9456565
1952;Werkstattstr. 32;;Nippes;3. Straßenabschnitt;;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9616388;6,9456565
1953;Werkstattstr. 44;;Nippes;3. Straßenabschnitt;;16;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9605143;6,9454699
1954;Werkstattstr. 50;;Nippes;4. Straßenabschnitt;;36;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9605143;6,9454699
1955;Werkstattstr. 60;;Nippes;4. Straßenabschnitt;;36;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9613796;6,9445035
1956;Werkstattstr. 64;;Nippes;4. Straßenabschnitt;;12;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9616388;6,9456565
1957;Werkstattstr. 86;;Nippes;5. Straßenabschnitt;;28;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9616388;6,9456565
1958;Werkstattstr. 9;;Nippes;;;20;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9607274;6,9467933
1959;Werkstattstr. 1;;Nippes;;;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9616388;6,9456565
1960;Mühlenbach 14;50676;Georgsviertel;Waidmarkt;Mathiasstraße;;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9328678;6,9571066
1961;Merheimer Str. 56;;Nippes;Sechzigstr.;Merheimer Platz;13;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9588786;6,949707
1962;Merheimer Str. 88;;Nippes;Sechzigstr.;Wilhelmstr.;15;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1963;Merheimer Str. 99;50733;Nippes;Sechzigstr.;Wilhelmstr.;9;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1964;Merheimer Str. 95;;Nippes;Sechzigstr.;Wilhelmstr.;19;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1965;Sechzigstr. 10;;Nippes;Merheimer Str.;Nohlstr.;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1966;Sechzigstr. 32;;Nippes;Merheimer Str.;Nohlstr.;15;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1967;Sechzigstr. 29;;Nippes;Merheimer Str.;Nohlstr.;8;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1968;Sechzigstr. 37;;Nippes;Merheimer Str.;Nohlstr.;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9674967;6,9472286
1969;Sechzigstr. 42;;Nippes;Merheimer Str.;Nohlstr.;8;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9594664;6,9456067
1970;Höninger Platz;;Rodenkirchen;Kendenicher Straße;Stichstr. Höninger Weg;13;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9594664;6,9456067
1971;Sechzigstr. 52;;Nippes;Nohlstr.;Hartwichstr.;40;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9594664;6,9456067
1972;Sechzigstr. 60;;Nippes;Nohlstr.;Hartwichstr.;17;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9594664;6,9456067
1973;Sechzigstr. 66;;Nippes;Nohlstr.;Hartwichstr.;20;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9592;6,9432
1974;Sechzigstr. 4;;Nippes;Siebachstr.;Merheimer Str.;0;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9594664;6,9456067
1975;Ulrich-Zell-Str.;;Nippes;;;12;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9594664;6,9456067
1976;Ürdinger Str. ggü. 15;;Nippes;;;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9593308;6,9444079
1977;Ürdinger Str. 2a;;Nippes;;;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9592;6,94439
1978;Nohlstr. 28;;Nippes;Sechzigstr.;Werkstattstr.;9;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9592;6,94439
1979;Nohlstr. 27;;Nippes;Sechzigstr.;Hartwichstr.;9;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9592;6,94439
1980;Nohlstr. 16;;Nippes;Hartwichstr.;Krüthstr.;9;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9592;6,94439
1981;Dormagener Str. 22;;Nippes;;;8;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9607669;6,9474615
1982;Knechtstedener Str.;;Nippes;Sechzigstr.;Hartwichstr.;6;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9607669;6,9474615
1983;Knechtstedener Str.;;Nippes;Krüthstr.;Hartwichstr.;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9586433;6,9478227
1984;Zonser Str.;;Nippes;Merheimer Platz;Hartwichstr.;17;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9587446;6,9486233
1985;Zonser Str.;;Nippes;Hartwichstr.;Sechzigstr.;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9587446;6,9486233
1986;Zonser Str. 32;;Nippes;Hartwichstr.;Sechzigstr.;8;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9597458;6,9482864
1987;Zonser Str. 45;;Nippes;Sechzigstr.;Werkstattstr.;14;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,959948;6,94818
1988;Hartwichstr.;;Nippes;Escherstr.;Rembrandtstr.;18;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9584128;6,9459791
1989;Hartwichstr. 70;;Nippes;Ürdinger Str.;Nohlstr.;9;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9583;6,9453
1990;Hartwichstr. 53;;Nippes;Nohlstr.;Knechtstedener;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,958394;6,9467267
1991;Hartwichstr. 33;;Nippes;Nohlstr.;Knechtstedener;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,958394;6,9467267
1992;Hartwichstr.;;Nippes;Nohlstr.;Knechtstedener;12;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,958394;6,9467267
1993;Menzelstr.;;Nippes;Escher Str.;Rembrandtstr.;14;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,956814;6,944492
1994;Josephkirchplatz 7;;Nippes;;;11;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,95759;6,9449
1995;Krüthstr. 11;;Nippes;Nohlstr.;Knechtstedener;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9578056;6,9465941
1996;Krüthstr. 3;;Nippes;Nohlstr.;Knechtstedener;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9578056;6,9465941
1997;Krüthstr. 32;;Nippes;Nohlstr.;Rembrandtstr.;8;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9577642;6,9458114
1998;Krüthstr. 48;;Nippes;Nohlstr.;Rembrandtstr.;8;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,95759;6,9446
1999;Rembrandtstr.;;Nippes;Krüthstr.;Menzelstr.;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9575222;6,9442901
2000;Lenbachstr. 6;;Nippes;Rembrandtstr.;Escherstr.;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9571118;6,9430164
2001;Kleine Hartwichstr. 18;;Nippes;;;15;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;JA;50,9577945;6,9441888
2002;Siebachstr. 107;;Nippes;Wilhelmstr.;Kempener Str.;9;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9577945;6,9441888
2003;Siebachstr. 91;;Nippes;Wilhelmstr.;Cranachstr.;9;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9577945;6,9441888
2004;Siebachstr. 81;;Nippes;Wilhelmstr.;Cranachstr.;6;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9577945;6,9441888
2005;Siebachstr. ggü. 6;;Nippes;Merheimer Platz;Cranachstr.;6;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9577945;6,9441888
2006;Siebachstr. 35;;Nippes;Merheimer Platz;Cranachstr.;5;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9596343;6,9500901
2007;Siebachstr.;;Nippes;Merheimer Platz;Cranachstr.;5;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9607529;6,9498169
2008;Siebachstr. 57;;Nippes;Merheimer Platz;Cranachstr.;5;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9607529;6,9498169
2009;Auguststr. 2a;;Nippes;Cranachstr.;Holbeinstr.;7;NIPPES;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,9607529;6,9498169
2010;Quentelstraße 7;;Severinsviertel;Achterstr.;Buschgasse;17;SEV;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9607529;6,9498169
2011;Kerpener Straße 97/99;;Lindenthal Süd II;Leichtensternstraße;Joseph-Stelzmann-Straße;10;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2012;Kerpener Straße 89/91;;Lindenthal Süd II;Leichtensternstraße;Joseph-Stelzmann-Straße;9;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2013;Kerpener Straße 101;;Lindenthal Süd II;Sülzburgstraße;Leichtensternstraße;7;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2014;Sülzburgstraße 228;;Lindenthal Süd II;Kerpener Straße;Zülpicher Straße;12;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2015;Sülzburgstraße 216;;Lindenthal Süd II;Kerpener Straße;Zülpicher Straße;12;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2016;Sülzburgstraße 239;;Lindenthal Süd II;Kerpener Straße;Zülpicher Straße;13;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2017;Sülzburgstraße 263;;Lindenthal Süd II;Kerpener Straße;Zülpicher Straße;11;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2018;Zülpicher Straße 312/314;;Lindenthal Süd II;Leichtensternstraße;Sülzburgstraße;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;;
2019;Zülpicher Straße 319/317;;Lindenthal Süd II;Leichtensternstraße;Sülzburgstraße;14;;Mo-Sa 09:00 - 18:00;0,50 €;4;;;
2020;Zülpicher Straße 324;;Lindenthal Süd II;Sülzburgstraße;Heimbacher Straße;16;Lind-S. II;Mo-Sa 09:00 - 18:00;0,50 €;4;;;
2021;Zülpicher Straße 334;;Lindenthal Süd II;Heimbacher Straße;Gemünder Straße;8;Lind-S. II;Mo-Sa 09:00 - 18:00;0,50 €;4;;;
2022;Gemünder Straße 5;;Lindenthal Süd II;Nidegger Straße;Zülpicher Straße;25;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2023;Nidegger Straße;;Lindenthal Süd II;Gemünder Straße;Lindenthalgürtel;19;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2024;Nidegger Straße 19;;Lindenthal Süd II;Gemünder Straße;Lindenthalgürtel;7;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2025;Lindenthalgürtel 6;;Lindenthal Süd II;Zülpicher Straße;Nidegger Straße;15;Lind-S. II;Mo-Sa 09:00 - 18:00;0,50 €;4;;;
2026;Zülpicher Straße 351;;Lindenthal Süd II;Sülzgürtel;Gerolsteiner Straße;11;;Mo-Sa 09:00 - 18:00;0,50 €;4;;;
2027;Lindenthalgürtel 16/18;;Lindenthal Süd II;Rurstraße;Kerpener Straße;7;Lind-S. II;Mo-Sa 09:00 - 18:00;0,50 €;4;;;
2028;Rurstraße 8c;;Lindenthal Süd II;Kerpener Straße;Lindenthalgürtel;16;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2029;Rurstraße 17;;Lindenthal Süd II;Kerpener Straße;Lindenthalgürtel;5;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2030;Rurstraße 9;;Lindenthal Süd II;Kerpener Straße;Lindenthalgürtel;4;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2031;Heimbacher Straße ggü. 26;;Lindenthal Süd II;Nidegger Straße;Rurstraße;21;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2032;Heimbacher Straße ggü. 12;;Lindenthal Süd II;Zülpicher Straße;Nidegger Straße;22;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2033;Heimbacher Straße 3;;Lindenthal Süd II;Zülpicher Straße;Nidegger Straße;12;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2034;Nidegger Straße 4;;Lindenthal Süd II;Sülzburgstraße;Heimbacher Straße;9;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2035;Gemünder Straße 14;;Lindenthal Süd II;Rurstraße;Nidegger Straße;9;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2036;Kerpener Straße ggü. 109;;Lindenthal Süd II;Sülzburgstraße;Lindenthalgürtel;10;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2037;Kerpener Straße 109;;Lindenthal Süd II;Sülzburgstraße;Lindenthalgürtel;14;Lind-S. II;Mo-Fr 09:00 - 22:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2038;Lindenthalgürtel 30;;Lindenthal Süd II;Kerpener Straße;Gleueler Straße;15;Lind-S. II;Mo-Sa 09:00 - 18:00;0,50 €;4;;;
2039;Lindenthalgürtel 50;;Lindenthal Süd II;Gleueler Straße;Franzstraße;7;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;;
2040;Lindenthalgürtel 74;;Lindenthal Süd II;Franzstraße;Herderstraße;8;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;;
2041;Gleueler Straße 88b;;Lindenthal Süd II;Lindenthalgürtel;Leiblplatz;12;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2042;Gleueler Straße ggü. 127;;Lindenthal Süd II;Lindenthalgürtel;Leiblplatz;12;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2043;Gleueler Straße 123;;Lindenthal Süd II;Lindenthalgürtel;Leiblplatz;11;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2044;Gleueler Straße 157;;Lindenthal Süd II;Lindenthalgürtel;Leiblplatz;11;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2045;Leiblplatz 1;;Lindenthal Süd II;Gleueler Straße;Franzstraße;20;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2046;Franzstraße 20;;Lindenthal Süd II;Lindenthalgürtel;Leiblplatz;14;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2047;Franzstraße 21;;Lindenthal Süd II;Lindenthalgürtel;Leiblplatz;15;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2048;Herderstraße 70;;Lindenthal Süd II;Lindenthalgürtel;Landgrafenstraße;17;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2049;Lindenthalgürtel 84;;Lindenthal Süd II;Herderstraße;Bachemer Straße;4;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;;
2050;Bachemer Straße 152;;Lindenthal Süd II;Lindenthalgürtel;Landgrafenstraße;9;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2051;Landgrafenstraße 26;;Lindenthal Süd II;Uhlandstraße;Bachemer Straße;10;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2052;Uhlandstraße 50;;Lindenthal Süd II;Landgrafenstraße;Lindenthalgürtel;23;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2053;Lindenthalgürtel 102;;Lindenthal Süd II;Dürener Straße;Uhlandstraße;5;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;;
2054;Bachemer Straße 95 - 95c;;Lindenthal Süd II;Geibelstraße;Lindenburger Allee;18;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2055;Bachemer Straße 96;;Lindenthal Süd II;Geibelstraße;Lindenburger Allee;18;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2056;Bachemer Straße 100;;Lindenthal Süd II;Lindenburger Allee;Theresienstraße;12;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
2057;Bachemer Straße 115;;Lindenthal Süd II;Theresienstraße;Landgrafenstraße;8;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;;
